"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"0",0.00719635776178587,0.153179615215156,0.0273902188280217,0,0.00110148333088559,0,0,0,0.81113232486415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",0.00128932439401753,0.000257864878803507,0.0257864878803507,0.0497679216090768,0.00103145951521403,0.00876740587931924,0.00206291903042806,0,0.0123775141825683,0.290613718411552,0.556988138215575,0,0.000773594636410521,0,0,0,0.0502836513666839,0,0,0,0,0,0,0,0
"2",0.000887311446317658,0.0150842945874002,0.0115350488021295,0.0212954747116238,0.0150842945874002,0.0692102928127773,0.000887311446317658,0,0.0062111801242236,0.0692102928127773,0.284826974267968,0,0.501330967169476,0,0,0,0.00443655723158829,0,0,0,0,0,0,0,0
"3",0,0,0.00207900207900208,0.0051975051975052,0,0.0176715176715177,0.0249480249480249,0.0769230769230769,0,0.0155925155925156,0.00207900207900208,0.356548856548857,0,0.0228690228690229,0.427234927234927,0,0,0.00831600831600832,0.0218295218295218,0,0.0176715176715177,0,0,0,0.00103950103950104
"4",0,0.134328358208955,0.0149253731343284,0,0,0.0447761194029851,0,0,0.0970149253731343,0,0,0,0.708955223880597,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.00598802395209581,0,0.0149700598802395,0.0419161676646707,0,0.0119760479041916,0.0209580838323353,0.062874251497006,0,0.0269461077844311,0.0239520958083832,0.0209580838323353,0.00598802395209581,0.263473053892216,0.437125748502994,0,0.029940119760479,0.0029940119760479,0.0029940119760479,0,0.0269461077844311,0,0,0,0
"6",0,0.0238095238095238,0.019047619047619,0.00476190476190476,0,0.0952380952380952,0,0.0761904761904762,0,0,0.0285714285714286,0,0.0904761904761905,0.00476190476190476,0.652380952380952,0,0.00476190476190476,0,0,0,0,0,0,0,0
"7",0.0127659574468085,0,0,0.0127659574468085,0.00851063829787234,0.0170212765957447,0.0468085106382979,0.153191489361702,0,0.00425531914893617,0,0.0170212765957447,0,0.0638297872340425,0.0212765957446809,0.519148936170213,0,0,0,0.00425531914893617,0.0680851063829787,0.00425531914893617,0.0468085106382979,0,0
"8",0,0,0,0,0,0,0,0,0.003966543071484,0.154091575407433,0.0245753212037596,0,0.00163835474691731,0,0,0,0.815728205570406,0,0,0,0,0,0,0,0
"9",0,0,0,0,0,0,0,0,0.00106224771616741,0.000212449543233482,0.0320798810282558,0.0509878903760357,0.00339919269173571,0.0135967707669429,0.00446144040790312,0,0.0191204588910134,0.292967920118972,0.525175270873168,0,0.00191204588910134,0,0,0,0.0550244316974718
"10",0,0,0,0,0,0,0,0,0.0069967707212056,0.0317545748116254,0.027448869752422,0.0398277717976319,0.0285252960172228,0.0688912809472551,0.00107642626480086,0,0.00592034445640474,0.0161463939720129,0.53713670613563,0,0.231969860064586,0,0,0,0.00430570505920344
"11",0,0,0,0,0,0,0,0,0,0.000574052812858783,0.0034443168771527,0.0160734787600459,0.000574052812858783,0.0114810562571757,0.0252583237657865,0.06601607347876,0,0.0109070034443169,0.00746268656716418,0.336394948335247,0.00114810562571757,0.0229621125143513,0.444890929965557,0,0.052812858783008
"12",0,0,0,0,0,0,0,0,0.0117845117845118,0.11952861952862,0.0269360269360269,0,0.00336700336700337,0.0555555555555556,0,0,0.18013468013468,0.0252525252525253,0,0,0.555555555555556,0,0,0,0.0218855218855219
"13",0,0,0,0,0,0,0,0,0.00134952766531714,0,0.0175438596491228,0.0850202429149798,0.00404858299595142,0.0161943319838057,0.0323886639676113,0.0296896086369771,0,0.0337381916329285,0.11336032388664,0.0350877192982456,0.0107962213225371,0.244264507422402,0.284750337381916,0,0.0917678812415655
"14",0,0,0,0,0,0,0,0,0.00212765957446809,0.0276595744680851,0.0212765957446809,0.00425531914893617,0.0170212765957447,0.0893617021276596,0.00425531914893617,0.048936170212766,0,0.00212765957446809,0.0382978723404255,0.00638297872340425,0.0957446808510638,0.0276595744680851,0.595744680851064,0,0.0191489361702128
"15",0,0,0,0,0,0,0,0,0.00272851296043656,0,0.00409276944065484,0.0150068212824011,0.00272851296043656,0.0327421555252387,0.034106412005457,0.139154160982265,0,0.00545702592087312,0.00409276944065484,0.0463847203274216,0.00136425648021828,0.0545702592087312,0.0463847203274216,0.442019099590723,0.169167803547067
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510363503801687,0.156233725653578,0.0205186959691699,0,0.00177064889074055,0,0,0,0.816373294448495
