"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24"
"0",0.0581764058758817,0.235445113138765,0.0527837097435234,0,0.00299833904959123,0,0,0,0.649690459242003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009059729502362
"1",0.0534994503481129,0.000366434591425431,0.0779589593257604,0.184957860021986,0.00732869182850861,0.0380175888603884,0.0345364602418468,0,0.0127336020520337,0.418559912055698,0.0535910589959692,0,0.00256504213997801,0,0,0,0.113961157933309,0,0,0,0,0,0,0,0.00192378160498351
"2",0.045643153526971,0.0473029045643154,0.0511756569847856,0.141632088520055,0.0348547717842324,0.0766251728907331,0.00304287690179806,0,0.00525587828492393,0.00746887966804979,0.393914246196404,0,0.186445366528354,0,0,0,0.00470262793914246,0,0,0,0,0,0,0,0.00193637621023513
"3",0.0552681731554588,0,0.0174244486795535,0.0441056357201198,0.00517288320174244,0.0315818132316907,0.0716035937925402,0.164170977402668,0.000544514021236047,0.0046283691805064,0.00408385515927035,0.334331609038933,0.0035393411380343,0.093384154641982,0.0607133133678192,0,0,0.00653416825483256,0.00871222433977675,0,0.0909338415464198,0,0,0,0.00326708412741628
"4",0.0559701492537313,0.156716417910448,0.0391791044776119,0,0,0.149253731343284,0,0,0.205223880597015,0.00746268656716418,0,0,0.382462686567164,0,0,0,0,0,0,0,0,0,0,0,0.00373134328358209
"5",0.0443520443520444,0.000693000693000693,0.0304920304920305,0.12959112959113,0.00415800415800416,0.0297990297990298,0.0720720720720721,0.0977130977130977,0.00138600138600139,0.160776160776161,0.0415800415800416,0.0124740124740125,0.00623700623700624,0.245322245322245,0.0221760221760222,0,0.0900900900900901,0,0.00346500346500346,0,0.00623700623700624,0,0,0,0.00138600138600139
"6",0.0439914163090129,0.0536480686695279,0.0536480686695279,0.00751072961373391,0.0160944206008584,0.0590128755364807,0.00536480686695279,0.194206008583691,0.00429184549356223,0.00107296137339056,0.0740343347639485,0.00965665236051502,0.148068669527897,0.00214592274678112,0.312231759656652,0,0.00214592274678112,0,0.00321888412017167,0,0.00643776824034335,0,0,0,0.00321888412017167
"7",0.0461699895068206,0,0.0115424973767051,0.0482686253934942,0.00419727177334732,0.0314795383001049,0.068205666316894,0.176285414480588,0,0.00314795383001049,0.00104931794333683,0.0587618048268625,0.00314795383001049,0.0849947534102833,0.0388247639034627,0.303252885624344,0,0.00104931794333683,0.00104931794333683,0.00419727177334732,0.0724029380902413,0.00419727177334732,0.0304302203567681,0,0.00734522560335782
"8",0,0,0,0,0,0,0,0,0.0525322837719156,0.241746088540481,0.0491819275932733,0,0.0027323293107374,0,0,0,0.653254399375468,0,0,0,0,0,0,0,0.000552971408125427
"9",0,0,0,0,0,0,0,0,0.0521560319042871,0.000249252243270189,0.0916625124626122,0.194416749750748,0.0081630109670987,0.036889332003988,0.0313434695912263,0,0.0194416749750748,0.399675972083749,0.0532153539381854,0,0.00249252243270189,0,0,0,0.110294117647059
